,sender_id,text,date,message.id,message.post_author,message.views,message.peer_id.channel_id
0,5197380875,"The VLDB paper is now live!

https://x.com/tbragin/status/1828400766253723954",2024-08-27 11:57:28+00:00,58557,,,1094973278
